,time,avg,median,std,min,max
CCA,0.037092699960339814,0.8496822668653092,0.8140913429416656,0.07749624138589219,0.7906327319456921,1.0
BiBit,0.015698399976827204,0.8482285053638658,0.8279483514378689,0.05455949694692639,0.8023227518673266,1.0
LAS,0.005057099973782897,0.7979960184978094,0.7979960184978094,0.00026018336916522333,0.7977358351286442,0.7982562018669747
Spectral,0.008229900035075843,1.0,1.0,0.0,1.0,1.0
